uuid,Members,Fully specified name:fr,Fully specified name:en,Short name:fr,Short name:en,Data class,Data type,_version:1,_order:860
8fa1ca62-83e0-410c-89e5-5b4cb5954ec9,,Jersey 10Cm X 5M,Jersey 10Cm X 5M,Jersey 10Cm X 5M,Jersey 10Cm X 5M,Drug,N/A,,
ababd034-9af4-402a-a2c5-43b95a930adc,,Jersey 15Mc*5M,Jersey 15Mc*5M,Jersey 15Mc*5M,Jersey 15Mc*5M,Drug,N/A,,
c0719420-d4ee-4c3a-a1ce-13344f002428,,Jersey Detail 1M De 10Cm X5M,Jersey Detail 1M Of 10Cm X5M,Jersey Detail 1M De 10Cm X5M,Jersey Detail 1M Of 10Cm X5M,Drug,N/A,,
6f54a371-82e3-4801-a5eb-eea2ef8478b4,,Jersey Tubulaire 3Cm X 20M,Tubular Jersey 3Cm X 20M,Jersey Tubulaire 3Cm X 20M,Tubular Jersey 3Cm X 20M,Drug,N/A,,
eb127356-e2cf-4ea3-89d8-83c09e0bda28,,Jonathan Cate Tacama Mtegrn Vert Militaire,Jonathan Cate Tacama Mtegrn Military Green,Jonathan Cate Tacama Mtegrn Vert Militaire,Jonathan Cate Tacama Mtegrn Military Green,Drug,N/A,,
ca77e1a7-df61-4163-a9cd-ddb2128d4ec3,,Josacine 500Mg C?P B/20,Josacine 500Mg C?Pb/20,Josacine 500Mg C?P B/20,Josacine 500Mg C?Pb/20,Drug,N/A,,
2bed858e-3721-4b19-a69b-717c5542d0be,,Juvamine Ginseng Amp Buv,Juvamine Ginseng Amp Buv,Juvamine Ginseng Amp Buv,Juvamine Ginseng Amp Buv,Drug,N/A,,
6bc9db8b-8924-410c-b443-fb105c0620c8,,Juvamine Ginseng Tonus Amp Buv,Juvamine Ginseng Tonus Amp Buv,Juvamine Ginseng Tonus Amp Buv,Juvamine Ginseng Tonus Amp Buv,Drug,N/A,,
2a04ce5f-e6b9-4961-9916-9b5e84e1d93f,,Juvamine Performance Mgg Cpr B/40,Juvamine Performance Mgg Cpr B/40,Juvamine Performance Mgg Cpr B/40,Juvamine Performance Mgg Cpr B/40,Drug,N/A,,
8d4fe30c-cbe0-41a6-89f0-3727ab48ad9c,,Juvamine Vit C 1000 Crp B/30,Juvamine Vit C 1000 Crp B/30,Juvamine Vit C 1000 Crp B/30,Juvamine Vit C 1000 Crp B/30,Drug,N/A,,
732c897a-fa74-415b-9ccf-170006fd7664,,Juvamine Vit C 1000 Crp Eff B/30,Juvamine Vit C 1000 Crp Eff B/30,Juvamine Vit C 1000 Crp Eff B/30,Juvamine Vit C 1000 Crp Eff B/30,Drug,N/A,,
ac78b741-52df-45d4-9e74-cbf24c1a11e6,,Kaleorid Lp 600Mg Cp B/30,Kaleorid Lp 600Mg Cp B/30,Kaleorid Lp 600Mg Cp B/30,Kaleorid Lp 600Mg Cp B/30,Drug,N/A,,
6a447d9d-7e9b-4db7-80d4-8e51bee71352,,Kardegic 75Mg Sachet B/30,Kardegic 75Mg Sachet B/30,Kardegic 75Mg Sachet B/30,Kardegic 75Mg Sachet B/30,Drug,N/A,,
6368db18-8630-4f33-9727-63c8f33ec685,,Kelocote Cr T/15G,Kelocote Cr T/15G,Kelocote Cr T/15G,Kelocote Cr T/15G,Drug,N/A,,
983650aa-6038-4ac7-914a-73141ff3a536,,Kenacort Ret 40Mg Inj B/1,Kenacort Ret 40Mg Inj B/1,Kenacort Ret 40Mg Inj B/1,Kenacort Ret 40Mg Inj B/1,Drug,N/A,,
12aa6202-2803-4188-a603-71367a6f1e30,,Kenacort Ret 80Mg Inj B/1,Kenacort Ret 80Mg Inj B/1,Kenacort Ret 80Mg Inj B/1,Kenacort Ret 80Mg Inj B/1,Drug,N/A,,
03d307c0-ad67-485e-b694-9d51c5b2d357,,Kenakort Ret 80 Inj Fl/2Ml,Kenakort Ret 80 Inj Fl/2Ml,Kenakort Ret 80 Inj Fl/2Ml,Kenakort Ret 80 Inj Fl/2Ml,Drug,N/A,,
585ad6c0-0d30-426f-8084-2ffffc24f377,,Ketaflox 400Mg Cp B/10,Ketaflox 400Mg Cp B/10,Ketaflox 400Mg Cp B/10,Ketaflox 400Mg Cp B/10,Drug,N/A,,
ffd58b0c-f8bb-4075-b1f6-2903416dcd70,,Ketamine 50Mg Inj B/1,Ketamine 50Mg Inj B/1,Ketamine 50Mg Inj B/1,Ketamine 50Mg Inj B/1,Drug,N/A,,
fbe4cfd8-2855-4135-8640-b317dac642b5,,Ketesse 25Mg Cp B/20,Ketesse 25Mg Cp B/20,Ketesse 25Mg Cp B/20,Ketesse 25Mg Cp B/20,Drug,N/A,,
2559ebb9-a0bf-40ea-bb81-3f29de8d7157,,Ketesse 50Mg Amp Inj,Ketesse 50Mg Amp Inj,Ketesse 50Mg Amp Inj,Ketesse 50Mg Amp Inj,Drug,N/A,,
8b1c7934-a890-47d5-9b2c-6f24459eae4a,,Ketoderm 2% Cr T/15G,Ketoderm 2% Cr T/15G,Ketoderm 2% Cr T/15G,Ketoderm 2% Cr T/15G,Drug,N/A,,
65c3e152-7828-49dd-853c-18e63e1de9c0,,Ketoderm 2% Gel Sachet/1,Ketoderm 2% Gel Sachet/1,Ketoderm 2% Gel Sachet/1,Ketoderm 2% Gel Sachet/1,Drug,N/A,,
3003e7e9-ba3a-4c39-b28e-eaeb54c84824,,Ketonal Inj B/1,Ketonal Inj B/1,Ketonal Inj B/1,Ketonal Inj B/1,Drug,N/A,,
f560fdf8-4435-4f69-b6ae-03f3e2ab655a,,Ketoprofene 100Mg Cp B/10,Ketoprofene 100Mg Cp B/10,Ketoprofene 100Mg Cp B/10,Ketoprofene 100Mg Cp B/10,Drug,N/A,,
f5f79b63-7a6c-432b-93ff-fa62f56aeef1,,Ketoprofene 100Mg Inj B/1,Ketoprofene 100Mg Inj B/1,Ketoprofene 100Mg Inj B/1,Ketoprofene 100Mg Inj B/1,Drug,N/A,,
a006b994-736c-4b53-a171-e38331ffa6e3,,Ketum 2.5% Gel T/60G,Ketum 2.5% Gel T/60G,Ketum 2.5% Gel T/60G,Ketum 2.5% Gel T/60G,Drug,N/A,,
80c81ba0-11f8-4ccd-b52a-b6dd2713b90c,,Ketum Gel T/120G,Ketum Gel T/120G,Ketum Gel T/120G,Ketum Gel T/120G,Drug,N/A,,
1a91d4de-c3cc-40a1-8554-5ea040fb277c,,Kit Accouchement,Childbirth Kit,Kit Accouchement,Childbirth Kit,Drug,N/A,,
fe9be870-d3b3-4aca-ab16-8955027ffc9e,,Kit Accouchement Normal,Normal Birth Kit,Kit Accouchement Normal,Normal Birth Kit,Drug,N/A,,
682a08fe-4007-4bdd-ad39-f5fd5e3c25c6,,Kit Ag,Ag Kit,Kit Ag,Ag Kit,Drug,N/A,,
fd6bd234-7425-4cc6-9599-cb982ca5ba0d,,Kit Alr,Alr Kit,Kit Alr,Alr Kit,Drug,N/A,,
3d1d91f5-5bf0-498b-a964-c906ad2842e6,,Kit Bloc Nerveux,Nerve Block Kit,Kit Bloc Nerveux,Nerve Block Kit,Drug,N/A,,
a22cc7d6-b4a9-4cd2-836e-eee58f0730a5,,Kit Cataracte,Cataract Kit,Kit Cataracte,Cataract Kit,Drug,N/A,,
39e1e88b-ecf5-4873-93a5-96c841ad8fe3,,Kit Cathe Vo Pack,Kit Cathe Vo Pack,Kit Cathe Vo Pack,Kit Cathe Vo Pack,Drug,N/A,,
0a7c89e2-71ac-4191-99df-685cc7878336,,Kit Cesarienne,Caesarean Kit,Kit Cesarienne,Caesarean Kit,Drug,N/A,,
d5faa35a-3242-4b6f-9670-c9b5d61828b0,,Kit Cesrienne Hld,Kit Cesrian Hld,Kit Cesrienne Hld,Kit Cesrian Hld,Drug,N/A,,
03bc7247-eb23-42f4-b0f1-b66b0bb7bdae,,Kit Circoncision,Circumcision Kit,Kit Circoncision,Circumcision Kit,Drug,N/A,,
b907a0d0-9ebe-4ca5-bb7f-68e28a668cae,,Kit Circoncision Sedation,Circumcision Sedation Kit,Kit Circoncision Sedation,Circumcision Sedation Kit,Drug,N/A,,
eb7c8a2c-79a9-4e98-b048-5d1c124177d8,,Kit Coelioscopie,Laparoscopic Kit,Kit Coelioscopie,Laparoscopic Kit,Drug,N/A,,
451f840b-ce31-48b0-8a4b-89daf89e0104,,Kit Cystostomie Suspubienne,Suspubial Cystostomy Kit,Kit Cystostomie Suspubienne,Suspubial Cystostomy Kit,Drug,N/A,,
376779a4-ff7e-48ed-a4e3-1d2959e749d9,,Kit De Composite,Composite Kit,Kit De Composite,Composite Kit,Drug,N/A,,
d67c06c3-4185-43a1-9855-8d05ba38a150,,Kit De La Cystoscopie,Cystoscopy Kit,Kit De La Cystoscopie,Cystoscopy Kit,Drug,N/A,,
67367546-eb0d-4109-836d-7bf3e25d35bc,,Kit De Ponction Ascite,Ascite Puncture Kit,Kit De Ponction Ascite,Ascite Puncture Kit,Drug,N/A,,
32f043f6-2e77-45ce-a994-8d1546ff9bc2,,Kit De Ponction Evacuatrice,Evacuator Puncture Kit,Kit De Ponction Evacuatrice,Evacuator Puncture Kit,Drug,N/A,,
4460650d-7f1d-4707-b9c9-98817381b070,,Kit De Ponction Ganglionnaire,Ganglion Puncture Kit,Kit De Ponction Ganglionnaire,Ganglion Puncture Kit,Drug,N/A,,
25805282-6efa-45cf-b31b-aec2e5eec46e,,Kit De Ponction Lavage Simple,Simple Wash Punction Kit,Kit De Ponction Lavage Simple,Simple Wash Punction Kit,Drug,N/A,,
ae226ce4-aa82-40de-9c19-b9a8ff1d936b,,Kit De Resection Trans De La Prostate,Trans Prostate Resection Kit,Kit De Resection Trans De La Prostate,Trans Prostate Resection Kit,Drug,N/A,,
7294c200-c4c5-4993-8ef3-bd0c001ee261,,Kit Hysterosalpinographie,Hysterosalpinography Kit,Kit Hysterosalpinographie,Hysterosalpinography Kit,Drug,N/A,,
b5062f07-c34e-4f1a-99cc-8ad7a7e6406f,,Kit Infiltration Avec Diprostene,Infiltration Kit With Diprostene,Kit Infiltration Avec Diprostene,Infiltration Kit With Diprostene,Drug,N/A,,
e321451f-4fe3-4b80-b882-4d78c5ea52e3,,Kit Infiltration Avec Triamcinolone Inj,Infiltration Kit With Triamcinolone Inj,Kit Infiltration Avec Triamcinolone Inj,Infiltration Kit With Triamcinolone Inj,Drug,N/A,,
1fd24e04-a276-4e0b-865f-ec276d210a62,,Kit Intubation Reanimation,Resuscitation Intubation Kit,Kit Intubation Reanimation,Resuscitation Intubation Kit,Drug,N/A,,
4322502a-b9d9-45f3-9955-5e2c48e1be82,,Kit Intubation Reanimation,Resuscitation Intubation Kit,Kit Intubation Reanimation,Resuscitation Intubation Kit,Drug,N/A,,
989bb536-152c-4665-ae55-d2ebe4f8d190,,Kit Intubation Reanimation,Resuscitation Intubation Kit,Kit Intubation Reanimation,Resuscitation Intubation Kit,Drug,N/A,,
eb124433-cb8c-4b9c-944a-c52343134810,,Kit Lapaloscopie,Lapaloscopy Kit,Kit Lapaloscopie,Lapaloscopy Kit,Drug,N/A,,
af023735-4824-48da-b907-162cb29c9dc9,,Kit Laparotomie,Laparotomy Kit,Kit Laparotomie,Laparotomy Kit,Drug,N/A,,
7f6c471e-ce40-461f-93eb-faa3edf529a0,,Kit Odonto 2,Dental Kit 2,Kit Odonto 2,Dental Kit 2,Drug,N/A,,
d189161d-b2c8-435c-9f16-f16a114b5cef,,Kit Odonto 3,Dental Kit 3,Kit Odonto 3,Dental Kit 3,Drug,N/A,,
8e9d0358-6eb2-4b85-93b4-371cf73b66c0,,Kit Odonto1,Odonto1 Kit,Kit Odonto1,Odonto1 Kit,Drug,N/A,,
8860fd34-687e-4bc3-9370-6d9754250780,,Kit Palu Grave Enft -5Ans,Kit Severe Malaria Children -5 Years,Kit Palu Grave Enft -5Ans,Kit Severe Malaria Children -5 Years,Drug,N/A,,
69060841-d0b1-4cd2-87fc-aa452d0c862d,,Kit Palu Grave Femme Enceint,Serious Malaria Kit For Pregnant Women,Kit Palu Grave Femme Enceint,Serious Malaria Kit For Pregnant Women,Drug,N/A,,
8fed63d1-5659-43e4-8343-0aa80dc569e0,,Kit Palu Grave+ 5Ans / Adult,Kit Severe Malaria+ 5 Years / Adult,Kit Palu Grave+ 5Ans / Adult,Kit Severe Malaria+ 5 Years / Adult,Drug,N/A,,
44d39e46-aa01-4839-a0e1-afe7930ba827,,Kit Palu Grave+26-50Kg Enft,Severe Malaria Kit+26-50Kg Enft,Kit Palu Grave+26-50Kg Enft,Severe Malaria Kit+26-50Kg Enft,Drug,N/A,,
55db1e49-1f18-469d-97ea-c1bec89b0fd3,,Kit Pansement,Dressing Kit,Kit Pansement,Dressing Kit,Drug,N/A,,
a8b5ed6e-7c05-46e6-84ac-88d32d95ae15,,Kit Pour Chirurgie De La Cataracte,Kit For Cataract Surgery,Kit Pour Chirurgie De La Cataracte,Kit For Cataract Surgery,Drug,N/A,,
6e4049f8-ff2f-4946-bfdd-b5a021813922,,Kit Pour Hsg,Kit For Hsg,Kit Pour Hsg,Kit For Hsg,Drug,N/A,,
33032920-fa01-48b9-87e9-8f4f815bb0b2,,Kit Pour Une Autopsie,Autopsy Kit,Kit Pour Une Autopsie,Autopsy Kit,Drug,N/A,,
80500516-0727-44a5-8ac9-a77ef3bd76ce,,Kit Revision Uterine,Uterine Revision Kit,Kit Revision Uterine,Uterine Revision Kit,Drug,N/A,,
d420a7b3-49e3-4071-a54a-7b05e2d9472f,,Kit Sedation Ambulatoire,Ambulatory Sedation Kit,Kit Sedation Ambulatoire,Ambulatory Sedation Kit,Drug,N/A,,
8719ff2d-c58e-4942-9a57-7e26a88fb73e,,Kit Sedation Au Bloc,Block Sedation Kit,Kit Sedation Au Bloc,Block Sedation Kit,Drug,N/A,,
b1533a14-dc70-4dc2-b562-97f6fe3b002a,,Kit Skiascopie,Skiascopy Kit,Kit Skiascopie,Skiascopy Kit,Drug,N/A,,
ae4f5409-4074-4152-8490-4737e6f061ba,,Kit Voie Veineuse,Venous Path Kit,Kit Voie Veineuse,Venous Path Kit,Drug,N/A,,
e2583236-1dbe-49ed-9859-4ca5c1e20922,,Kit Xenetix 300Mg Fl/100Ml,Kit Xenetix 300Mg Fl/100Ml,Kit Xenetix 300Mg Fl/100Ml,Kit Xenetix 300Mg Fl/100Ml,Drug,N/A,,
172381dd-7bce-4ad6-b6f1-6b876da0fac2,,Kit Xenetix 300Mg Fl/50Ml,Kit Xenetix 300Mg Fl/50Ml,Kit Xenetix 300Mg Fl/50Ml,Kit Xenetix 300Mg Fl/50Ml,Drug,N/A,,
a1cdfe30-ccb7-46fe-9449-bc12942ea2e8,,Kit Xenetix 350/ 100 Ml,Kit Xenetix 350/ 100Ml,Kit Xenetix 350/ 100 Ml,Kit Xenetix 350/ 100Ml,Drug,N/A,,
cf4881f4-bd6c-4b23-96bd-c42ab0b92fc0,,Kit Xenetix 350Mg Fl/50Ml,Kit Xenetix 350Mg Fl/50Ml,Kit Xenetix 350Mg Fl/50Ml,Kit Xenetix 350Mg Fl/50Ml,Drug,N/A,,
3fe3e49f-b6cb-418a-ad69-2f3dfd68697e,,Kits Pre-Eclampsie,Pre-Eclampsia Kits,Kits Pre-Eclampsie,Pre-Eclampsia Kits,Drug,N/A,,
4cc731c4-e9fc-4741-875a-d5fbbbfec095,,"Klacin Ped 156,25Mg Pdr Fl/",Klacin Ped 156.25Mg Pdr Fl/,"Klacin Ped 156,25Mg Pdr Fl/",Klacin Ped 156.25Mg Pdr Fl/,Drug,N/A,,
caa4a7a1-ba23-4b9c-b794-e0ac492bc1eb,,Kliger,Kliger,Kliger,Kliger,Drug,N/A,,
fe5cb6bf-70a0-4e29-ac47-fcfea413a4c7,,Klipal 25/300 Mg B/16,Klipal 25/300Mg B/16,Klipal 25/300 Mg B/16,Klipal 25/300Mg B/16,Drug,N/A,,
3b53b163-8dd8-40e5-b8cb-c431a5d5deb0,,Klipal Codeine 25/300Mg/16,Klipal Codeine 25/300Mg/16,Klipal Codeine 25/300Mg/16,Klipal Codeine 25/300Mg/16,Drug,N/A,,
23fc9695-f132-4cf8-87a3-0bcd578465e8,,Klipal Codeine 25/300Mg/16 Afr,Klipal Codeine 25/300Mg/16 Afr,Klipal Codeine 25/300Mg/16 Afr,Klipal Codeine 25/300Mg/16 Afr,Drug,N/A,,
ab327370-3ce5-4712-b3d1-01b9058329f9,,Klipal Codeine 600Mg Cp B/12,Klipal Codeine 600Mg Cp B/12,Klipal Codeine 600Mg Cp B/12,Klipal Codeine 600Mg Cp B/12,Drug,N/A,,
75e0e2f0-2a5f-48fb-bf51-51c7f667cd8d,,Kovacs,Kovacs,Kovacs,Kovacs,Drug,N/A,,
e54d8894-2993-475e-82ad-16df18352e6a,,L-Mesitran 15Gt/1,L-Mesitran 15Gt/1,L-Mesitran 15Gt/1,L-Mesitran 15Gt/1,Drug,N/A,,
161f0b28-a268-44d8-b303-d61d666fd8f8,,L-Mesitran Soft Gel T/15G,L-Mesitran Soft Gel T/15G,L-Mesitran Soft Gel T/15G,L-Mesitran Soft Gel T/15G,Drug,N/A,,
709a08d3-ee2e-4635-b44c-1ac051f54ddc,,L-Mesitran Soft Gel T/50G,L-Mesitran Soft Gel T/50G,L-Mesitran Soft Gel T/50G,L-Mesitran Soft Gel T/50G,Drug,N/A,,
17a10163-2091-44a5-9ebb-7b40ca7c7090,,L-Mesitran Soft Gel T/50G,L-Mesitran Soft Gel T/50G,L-Mesitran Soft Gel T/50G,L-Mesitran Soft Gel T/50G,Drug,N/A,,
53e9be27-0af8-4ea4-8005-cd843fac65ae,,Lacoste 1026 Ci T 52-19-145 Noir Rouge,Lacoste 1026 Ci T 52-19-145 Black Red,Lacoste 1026 Ci T 52-19-145 Noir Rouge,Lacoste 1026 Ci T 52-19-145 Black Red,Drug,N/A,,
1c17e43c-b976-438f-8d45-45a2a9c8797c,,Lamaline 300Mg Gel B/16,Lamaline 300Mg Gel B/16,Lamaline 300Mg Gel B/16,Lamaline 300Mg Gel B/16,Drug,N/A,,
ce2166ed-b499-460a-bb1e-4b6a19209f3a,,Lamaline 500Mg Suppo B/10,Lamaline 500Mg Suppo B/10,Lamaline 500Mg Suppo B/10,Lamaline 500Mg Suppo B/10,Drug,N/A,,
f02497dc-d719-4cb3-9664-0c1dbc5ca7db,,Lame De Bistouri Nâ°23+Manche B/1,Blade Of Scale Nâ°23+Handle B/1,Lame De Bistouri Nâ°23+Manche B/1,Blade Of Scale Nâ°23+Handle B/1,Drug,N/A,,
cb20587c-08f8-4d2e-a87c-8ce1d0b9e649,,Lame De Bistouri No 23 B/100,Blade Of Scale No 23 B/100,Lame De Bistouri No 23 B/100,Blade Of Scale No 23 B/100,Drug,N/A,,
a0a10bd8-207a-41ee-87cf-66744274b61f,,Lame De Bistouri No 23 Ch Piece,Blade Of Scale No 23 Ch Piece,Lame De Bistouri No 23 Ch Piece,Blade Of Scale No 23 Ch Piece,Drug,N/A,,
5e747852-4b78-4129-8f81-8da17ae45aec,,Lame Plaque 135° 10-12 Trous,Blade Plate 135° 10-12 Holes,Lame Plaque 135° 10-12 Trous,Blade Plate 135° 10-12 Holes,Drug,N/A,,
2c259449-93f8-44bb-83d4-81de6a9537a5,,Lame Plaque 135° 10-12Trous,Blade Plate 135° 10-12Holes,Lame Plaque 135° 10-12Trous,Blade Plate 135° 10-12Holes,Drug,N/A,,
914a8a0f-fc2e-453c-a52d-2f15e413f653,,Lame Plaque 135° 14- +Trous,Blade Plate 135° 14- +Holes,Lame Plaque 135° 14- +Trous,Blade Plate 135° 14- +Holes,Drug,N/A,,
fa314920-59c6-4355-a2b4-65be5b9439e0,,Lame Plaque 135° 14-+Trous,Blade Plate 135° 14-+Holes,Lame Plaque 135° 14-+Trous,Blade Plate 135° 14-+Holes,Drug,N/A,,
4c781fc4-5d3a-458b-bf15-5b8b2e5bb19f,,Lame Plaque 135° 4-6 Trous,Blade Plate 135° 4-6 Holes,Lame Plaque 135° 4-6 Trous,Blade Plate 135° 4-6 Holes,Drug,N/A,,
281e7a1f-2a62-4cea-90cc-762c5274a16e,,Lame Plaque 135° 4-6Trous,Blade Plate 135° 4-6Holes,Lame Plaque 135° 4-6Trous,Blade Plate 135° 4-6Holes,Drug,N/A,,
9ab202e0-fa31-4348-9209-b72d85649b0a,,Lame Plaque 135° 7-8Trous,Blade Plate 135° 7-8Holes,Lame Plaque 135° 7-8Trous,Blade Plate 135° 7-8Holes,Drug,N/A,,
0621198c-3c90-4134-8d71-221b8c4bb786,,Lame Plaque 135° 7-9 Trous,Blade Plate 135° 7-9 Holes,Lame Plaque 135° 7-9 Trous,Blade Plate 135° 7-9 Holes,Drug,N/A,,
1cae7bfd-25de-42e8-8e90-0f0d0a873ccc,,Lame Plaque 95° 10-12 Trous,Blade Plate 95° 10-12 Holes,Lame Plaque 95° 10-12 Trous,Blade Plate 95° 10-12 Holes,Drug,N/A,,
88e521d0-46fd-4fae-ba9a-8e84931ba058,,Lame Plaque 95° 10-12 Trous,Blade Plate 95° 10-12 Holes,Lame Plaque 95° 10-12 Trous,Blade Plate 95° 10-12 Holes,Drug,N/A,,
2681cf8f-f6e6-44f8-9dfe-e834d6ac55c3,,Lame Plaque 95° 14- + Trous,Blade Plate 95° 14- + Holes,Lame Plaque 95° 14- + Trous,Blade Plate 95° 14- + Holes,Drug,N/A,,
d6d879e3-57ce-445e-a165-1f980744a6be,,Lame Plaque 95° 14-+Trous,Blade Plate 95° 14-+Holes,Lame Plaque 95° 14-+Trous,Blade Plate 95° 14-+Holes,Drug,N/A,,
b9de2906-0720-43f7-9d03-9b1c9f969adf,,Lame Plaque 95° 4-6 Trous,Blade Plate 95° 4-6 Holes,Lame Plaque 95° 4-6 Trous,Blade Plate 95° 4-6 Holes,Drug,N/A,,
0cf98580-e31f-4eef-a0b5-ba2cd995328a,,Lame Plaque 95° 4-6 Trous,Blade Plate 95° 4-6 Holes,Lame Plaque 95° 4-6 Trous,Blade Plate 95° 4-6 Holes,Drug,N/A,,
818a257f-e55a-475b-8888-1eb27f2655a8,,Lame Plaque 95° 7-9 Trous,Blade Plate 95° 7-9 Holes,Lame Plaque 95° 7-9 Trous,Blade Plate 95° 7-9 Holes,Drug,N/A,,
1327e1be-b546-44c8-8e48-847a39687cd1,,Lame Plaque 95° 7-9 Trous,Blade Plate 95° 7-9 Holes,Lame Plaque 95° 7-9 Trous,Blade Plate 95° 7-9 Holes,Drug,N/A,,
a0a8f00a-5e24-4903-88e3-04c38665c743,,Lamelles 24*60,Slips 24*60,Lamelles 24*60,Slips 24*60,Drug,N/A,,
0c427cf8-f76e-49a0-b707-e6ee41bfad07,,Lames De Microtones B/50,B/50 Microtone Slides,Lames De Microtones B/50,B/50 Microtone Slides,Drug,N/A,,
00faedda-a087-4be1-8bdd-95d12482bdb7,,Lames Porte Objets B/72,B/72 Object Slides,Lames Porte Objets B/72,B/72 Object Slides,Drug,N/A,,
c9a11c76-206b-45b0-9d06-c6aaea1f7194,,Lamisil 1% Cr T/15G,Lamisil 1% Cr T/15G,Lamisil 1% Cr T/15G,Lamisil 1% Cr T/15G,Drug,N/A,,
dbd64b0b-6e37-4926-9d8e-602b6ee7ebc9,,Lancettes B/100,Lancets B/100,Lancettes B/100,Lancets B/100,Drug,N/A,,
e7c330e4-498a-421f-9ab7-d64a8d5d6d9e,,Largactil 100Mg Cp B/30,Largactil 100Mg Cp B/30,Largactil 100Mg Cp B/30,Largactil 100Mg Cp B/30,Drug,N/A,,
188d336f-a0ed-438c-bbaf-35f152070d2c,,Largactil 100Mg Cpr B/30,Largactil 100Mg Cpr B/30,Largactil 100Mg Cpr B/30,Largactil 100Mg Cpr B/30,Drug,N/A,,
a130bad3-6a15-4a01-a4a0-523e2fcf8c48,,Largactil 25Mg Cp B/50,Largactil 25Mg Cp B/50,Largactil 25Mg Cp B/50,Largactil 25Mg Cp B/50,Drug,N/A,,
8fe5133a-8cb4-4de3-9425-ff8dc84e3b89,,Largactil 25Mg Cpr B/50,Largactil 25Mg Cpr B/50,Largactil 25Mg Cpr B/50,Largactil 25Mg Cpr B/50,Drug,N/A,,
314fb06f-20b5-4c62-a4c8-3752ebf0f266,,Largactil 25Mg Inj B/1,Largactil 25Mg Inj B/1,Largactil 25Mg Inj B/1,Largactil 25Mg Inj B/1,Drug,N/A,,
cef9ede1-783c-468b-8cea-866bde5fdb2a,,Largactil 25Mg Inj B/5,Largactil 25Mg Inj B/5,Largactil 25Mg Inj B/5,Largactil 25Mg Inj B/5,Drug,N/A,,
2d92cff1-3e17-4e5a-b3a8-9a4cb49af4f2,,Largactil Cpr 100 Mg,Largactil Cpr 100 Mg,Largactil Cpr 100 Mg,Largactil Cpr 100 Mg,Drug,N/A,,
675410bf-31d8-4721-a303-a472dd229144,,Laritem 20/120Mg Cp B/24,Laritem 20/120Mg Cp B/24,Laritem 20/120Mg Cp B/24,Laritem 20/120Mg Cp B/24,Drug,N/A,,
f30b8eb5-be4b-4b65-90dd-1883a95dc118,,Laritem 80/480Mg Cp B/6,Laritem 80/480Mg Cp B/6,Laritem 80/480Mg Cp B/6,Laritem 80/480Mg Cp B/6,Drug,N/A,,
9f60e075-e0ce-48ef-949f-876b71416c82,,Laritem 80/480Mg Cpr B/6,Laritem 80/480Mg Cpr B/6,Laritem 80/480Mg Cpr B/6,Laritem 80/480Mg Cpr B/6,Drug,N/A,,
e34b210b-e832-494a-8be5-71d0a4bddc8e,,Larither 80 Inj B/6,Larither 80 Inj B/6,Larither 80 Inj B/6,Larither 80 Inj B/6,Drug,N/A,,
781563ca-2a00-4b51-8ff4-e238bf0de2ec,,Larither 80Mg Amp Inj B/1,Larither 80Mg Amp Inj B/1,Larither 80Mg Amp Inj B/1,Larither 80Mg Amp Inj B/1,Drug,N/A,,
e1a7df26-0983-4624-9406-cf139e3e501b,,Laroscorbine 1G Cp Eff B/10,Laroscorbine 1G Cp Eff B/10,Laroscorbine 1G Cp Eff B/10,Laroscorbine 1G Cp Eff B/10,Drug,N/A,,
0c268978-92b1-4626-bfa9-0da9c41ebc7d,,Laroscorbine 1G Cp Effv B/10,Laroscorbine 1G Cp Effv B/10,Laroscorbine 1G Cp Effv B/10,Laroscorbine 1G Cp Effv B/10,Drug,N/A,,
c78063bd-4292-45c3-8a1d-0cf36fe9ccc4,,Laroscorbine 500Mg Ss Cpr Croq B/30,Laroscorbine 500Mg Ss Cpr Croq B/30,Laroscorbine 500Mg Ss Cpr Croq B/30,Laroscorbine 500Mg Ss Cpr Croq B/30,Drug,N/A,,
67eda829-e735-4117-8218-bde8e37fdc9d,,Laroxyl 25 Mg Cp B/60,Laroxyl 25 Mg Cp B/60,Laroxyl 25 Mg Cp B/60,Laroxyl 25 Mg Cp B/60,Drug,N/A,,
dee68099-7828-43a8-b8fa-cb2ab9fd9b23,,Laroxyl 25Mg Cp B/60,Laroxyl 25Mg Cp B/60,Laroxyl 25Mg Cp B/60,Laroxyl 25Mg Cp B/60,Drug,N/A,,
554b7276-422c-46b9-9ba2-7326c94fe1b5,,Laroxyl 4% Gtte Fl/20Ml,Laroxyl 4% Gtte Fl/20Ml,Laroxyl 4% Gtte Fl/20Ml,Laroxyl 4% Gtte Fl/20Ml,Drug,N/A,,
1395d9e2-83ab-4434-8400-6c26a5138bd0,,Laroxyl 40Mg Gtte Buv F/20Ml,Laroxyl 40Mg Gtte Buv F/20Ml,Laroxyl 40Mg Gtte Buv F/20Ml,Laroxyl 40Mg Gtte Buv F/20Ml,Drug,N/A,,
7b193e22-9c6b-4883-a54b-d4764b0c38b1,,Laroxyl 50Mg Inj B/1,Laroxyl 50Mg Inj B/1,Laroxyl 50Mg Inj B/1,Laroxyl 50Mg Inj B/1,Drug,N/A,,
